Southeast,Actual,Predicted,,# true predictions,% accurate
11474,0,1,FALSE,,
11475,1,0,FALSE,,
11476,-1,0,TRUE,,
11477,0,0,TRUE,,
11478,0,0,TRUE,,
11479,-1,0,TRUE,,
11480,1,0,TRUE,,
11481,1,0,TRUE,,
11482,1,0,FALSE,,
11483,1,0,TRUE,,
11484,1,0,TRUE,,
11485,1,0,FALSE,,
11486,0,0,FALSE,,
11487,0,0,FALSE,,
11488,1,0,TRUE,,
11489,0,0,TRUE,,
11490,0,0,FALSE,,
11491,0,0,FALSE,,
11492,0,0,TRUE,,
11493,1,0,TRUE,,
11494,-1,0,FALSE,,
11495,0,0,FALSE,,
11496,0,0,FALSE,,
11497,0,0,FALSE,,
11498,1,0,TRUE,,
11499,0,0,FALSE,,
11500,0,0,TRUE,,
11501,0,0,FALSE,,
11502,0,0,FALSE,,
11503,0,0,TRUE,,
11504,1,0,TRUE,,
11505,1,0,FALSE,,
11506,1,0,FALSE,,
11507,0,0,TRUE,,
11508,0,0,TRUE,,
11509,0,0,TRUE,,
11510,0,0,TRUE,,
11511,0,0,TRUE,,
11512,1,0,TRUE,,
11513,0,0,FALSE,,
11514,0,0,TRUE,,
11515,1,0,TRUE,,
11516,1,0,FALSE,,
11517,1,0,FALSE,,
11518,0,0,FALSE,,
11519,0,0,TRUE,,
11520,0,0,TRUE,,
11521,1,1,FALSE,,
11522,1,0,FALSE,,
11523,1,0,TRUE,,
11524,-1,0,TRUE,,
11525,0,1,FALSE,,
11526,0,0,FALSE,,
11527,0,0,FALSE,,
11528,0,0,FALSE,,
11529,0,0,TRUE,,
11530,-1,0,FALSE,,
11531,-1,0,TRUE,,
11532,-1,0,FALSE,,
11533,1,0,FALSE,,
11534,0,0,TRUE,,
11535,0,0,TRUE,,
11536,1,0,FALSE,,
11537,1,0,FALSE,,
11538,-1,0,TRUE,,
11539,0,0,TRUE,,
11540,0,0,TRUE,,
11541,0,0,TRUE,,
11542,0,0,TRUE,,
11543,0,0,TRUE,,
11544,0,0,FALSE,,
11545,0,0,TRUE,,
11546,-1,0,TRUE,,
11547,0,0,FALSE,,
11548,1,0,FALSE,,
11549,0,1,FALSE,,
11550,0,0,TRUE,,
11551,-1,0,TRUE,,
11552,0,0,FALSE,,
11553,0,0,FALSE,,
11554,0,0,TRUE,,
11555,0,0,TRUE,,
11556,1,0,FALSE,,
11557,0,0,FALSE,,
11558,1,0,FALSE,,
11559,1,0,FALSE,,
11560,1,0,TRUE,,
11561,0,0,FALSE,,
11562,1,0,TRUE,,
11563,0,0,FALSE,,
11564,1,0,FALSE,,
11565,0,1,TRUE,,
11566,0,0,TRUE,,
11567,-1,0,FALSE,,
11568,1,0,FALSE,,
11569,-1,0,TRUE,,
11570,0,0,TRUE,,
11571,-1,0,TRUE,,
11572,1,0,TRUE,,
11573,1,0,TRUE,,
11574,0,0,TRUE,,
11575,0,0,FALSE,,
11576,1,0,TRUE,,
11577,0,0,TRUE,,
11578,0,0,FALSE,,
11579,1,0,FALSE,,
11580,1,0,FALSE,,
11581,1,0,TRUE,,
11582,1,0,TRUE,,
11583,1,0,FALSE,,
11584,0,0,FALSE,,
11585,0,0,TRUE,,
11586,0,0,TRUE,,
11587,1,0,FALSE,,
11588,0,0,FALSE,,
11589,1,0,FALSE,,
11590,1,1,FALSE,,
11591,0,0,TRUE,,
11592,0,0,FALSE,,
11593,0,0,TRUE,,
11594,0,0,FALSE,,
11595,-1,0,FALSE,,
11596,-1,0,TRUE,,
11597,0,0,TRUE,,
11598,0,0,FALSE,,
11599,1,0,FALSE,,
11600,0,0,TRUE,,
11601,0,1,TRUE,,
11602,0,0,TRUE,,
11603,0,0,TRUE,,
11604,-1,0,TRUE,,
11605,0,0,TRUE,,
11606,0,0,FALSE,,
11607,-1,0,TRUE,,
11608,-1,0,TRUE,,
11609,-1,0,FALSE,,
11610,-1,0,FALSE,,
11611,1,0,FALSE,,
11612,1,0,TRUE,,
11613,0,0,TRUE,,
11614,0,1,FALSE,,
11615,1,0,FALSE,,
11616,0,0,TRUE,,
11617,0,0,TRUE,,
11618,1,0,FALSE,,
11619,0,0,FALSE,,
11620,1,0,FALSE,,
11621,1,0,FALSE,,
11622,-1,0,TRUE,,
11623,1,0,FALSE,,
11624,0,0,TRUE,,
11625,1,0,FALSE,,
11626,1,0,FALSE,,
11627,0,0,TRUE,,
11628,0,0,TRUE,,
11629,0,0,FALSE,,
11630,0,0,FALSE,,
11631,0,0,TRUE,,
11632,1,0,TRUE,,
11633,0,0,TRUE,,
11634,0,0,TRUE,,
11635,1,0,TRUE,,
11636,-1,0,TRUE,,
11637,1,0,FALSE,,
11638,-1,1,TRUE,,
11639,0,0,TRUE,,
11640,0,0,FALSE,,
11641,-1,0,FALSE,,
11642,1,0,FALSE,,
11643,-1,0,TRUE,,
11644,0,0,TRUE,,
11645,0,0,FALSE,,
11646,0,0,FALSE,,
11647,1,0,TRUE,,
11648,0,0,TRUE,,
11649,-1,0,FALSE,,
11650,0,0,FALSE,,
11651,0,0,FALSE,,
11652,1,0,FALSE,,
11653,0,0,TRUE,,
11654,0,0,FALSE,,
11655,0,0,TRUE,,
11656,0,0,FALSE,,
11657,-1,0,FALSE,,
11658,-1,0,TRUE,,
11659,1,0,TRUE,,
11660,1,1,FALSE,,
11661,1,0,FALSE,,
11662,1,0,TRUE,,
11663,1,0,TRUE,,
11664,1,0,TRUE,,
11665,1,0,TRUE,,
11666,1,0,TRUE,,
11667,-1,0,TRUE,,
11668,1,0,FALSE,,
11669,0,0,TRUE,,
11670,0,0,TRUE,,
11671,1,0,FALSE,,
11672,-1,0,FALSE,,
11673,1,0,FALSE,,
11674,0,0,TRUE,,
11675,1,0,TRUE,,
11676,1,0,FALSE,,
11677,1,0,FALSE,,
11678,0,0,TRUE,,
11679,0,0,TRUE,,
11680,0,0,FALSE,,
11681,0,0,FALSE,,
11682,0,0,FALSE,,
11683,1,0,FALSE,,
11684,0,0,TRUE,,
11685,-1,0,FALSE,,
11686,0,0,TRUE,,
11687,0,0,FALSE,,
11688,1,0,FALSE,,
11689,0,0,TRUE,,
11690,0,0,TRUE,,
11691,0,0,FALSE,,
11692,0,0,FALSE,,
11693,0,0,TRUE,,
11694,1,0,TRUE,,
11695,0,0,TRUE,,
11696,1,0,TRUE,,
11697,0,0,TRUE,,
11698,0,0,TRUE,,
11699,0,0,FALSE,,
11700,0,0,TRUE,,
11701,1,0,TRUE,,
11702,1,0,FALSE,,
11703,1,0,FALSE,,
11704,1,0,FALSE,,
11705,0,0,TRUE,,
11706,-1,0,TRUE,,
11707,1,0,FALSE,,
11708,0,0,FALSE,,
11709,1,0,TRUE,,
11710,1,0,TRUE,,
11711,1,0,FALSE,,
11712,1,1,FALSE,,
11713,0,0,FALSE,,
11714,1,1,FALSE,,
11715,0,0,TRUE,,
11716,-1,0,FALSE,,
11717,-1,0,TRUE,,
11718,-1,0,FALSE,,
11719,-1,0,FALSE,,
11720,1,0,TRUE,,
11721,-1,0,TRUE,,
11722,0,0,FALSE,,
11723,1,0,FALSE,,
11724,0,0,TRUE,,
11725,0,0,TRUE,,
11726,0,0,TRUE,,
11727,1,0,TRUE,,
11728,-1,0,TRUE,,
11729,-1,0,TRUE,,
11730,1,0,FALSE,,
11731,1,0,TRUE,,
11732,0,0,TRUE,,
11733,0,0,FALSE,,
11734,1,0,FALSE,,
11735,-1,0,FALSE,,
11736,0,0,TRUE,,
11737,1,0,TRUE,,
11738,1,0,FALSE,,
11739,0,0,FALSE,,
11740,0,0,TRUE,,
11741,1,0,TRUE,,
11742,0,0,FALSE,,
11743,0,0,FALSE,,
11744,1,0,FALSE,,
11745,1,0,FALSE,,
11746,0,0,TRUE,,
11747,0,0,FALSE,,
11748,1,0,TRUE,,
11749,1,0,FALSE,,
11750,0,1,FALSE,,
11751,0,0,TRUE,,
11752,0,0,TRUE,,
11753,-1,1,FALSE,,
11754,1,1,FALSE,,
11755,0,0,TRUE,,
11756,1,0,TRUE,,
11757,-1,0,TRUE,,
11758,1,0,TRUE,,
11759,-1,0,TRUE,,
11760,-1,0,TRUE,,
11761,0,0,FALSE,,
11762,0,0,TRUE,,
11763,1,0,TRUE,,
11764,1,0,FALSE,,
11765,0,0,FALSE,,
11766,1,0,FALSE,,
11767,1,0,TRUE,,
11768,1,0,TRUE,,
11769,0,0,FALSE,,
11770,1,0,FALSE,,
11771,0,0,TRUE,,
11772,1,0,TRUE,,
11773,0,0,FALSE,,
11774,-1,0,FALSE,,
11775,1,0,FALSE,,
11776,1,1,FALSE,,
11777,0,0,TRUE,,
11778,0,0,FALSE,,
11779,0,0,TRUE,,
11780,0,0,FALSE,,
11781,0,0,FALSE,,
11782,0,0,TRUE,,
11783,0,0,TRUE,,
11784,0,0,FALSE,,
11785,0,0,FALSE,,
11786,0,0,TRUE,,
11787,0,0,TRUE,,
11788,-1,0,TRUE,,
11789,-1,0,TRUE,,
11790,0,0,TRUE,,
11791,-1,0,TRUE,,
11792,1,0,FALSE,,
11793,0,0,TRUE,,
11794,0,1,TRUE,,
11795,0,0,FALSE,,
11796,-1,0,FALSE,,
11797,0,0,FALSE,,
11798,0,0,TRUE,,
11799,0,0,TRUE,,
11800,0,0,FALSE,,
11801,1,0,FALSE,,
11802,1,0,TRUE,,
11803,0,0,TRUE,,
11804,0,0,FALSE,,
11805,0,0,FALSE,,
11806,0,0,FALSE,,
11807,0,0,FALSE,,
11808,-1,0,TRUE,,
11809,0,0,FALSE,,
11810,0,0,TRUE,,
11811,-1,0,FALSE,,
11812,0,0,FALSE,,
11813,1,0,TRUE,,
11814,0,0,TRUE,,
11815,1,0,FALSE,,
11816,0,0,FALSE,,
11817,0,0,TRUE,,
11818,0,0,TRUE,,
11819,0,0,TRUE,,
11820,0,0,TRUE,,
11821,-1,0,TRUE,,
11822,0,0,TRUE,,
11823,0,0,FALSE,,
11824,0,0,TRUE,,
11825,1,0,TRUE,,
11826,0,0,FALSE,,
11827,1,0,FALSE,,
11828,0,0,FALSE,,
11829,0,0,TRUE,,
11830,0,0,TRUE,,
11831,1,0,FALSE,,
11832,1,0,FALSE,,
11833,0,0,TRUE,,
11834,0,0,TRUE,,
11835,-1,0,FALSE,,
11836,0,0,FALSE,,
11837,0,0,FALSE,,
11838,0,0,FALSE,,
11839,1,0,TRUE,,
11840,0,0,FALSE,,
11841,0,0,TRUE,,
11842,0,0,FALSE,,
11843,-1,0,FALSE,,
11844,-1,0,TRUE,,
11845,0,0,TRUE,,
11846,0,0,FALSE,,
11847,0,0,FALSE,,
11848,-1,0,TRUE,,
11849,-1,0,TRUE,,
11850,-1,1,TRUE,,
11851,1,0,TRUE,,
11852,-1,0,TRUE,,
11853,0,0,TRUE,,
11854,0,0,FALSE,,
11855,1,0,TRUE,,
11856,1,0,TRUE,,
11857,0,0,FALSE,,
11858,1,1,FALSE,,
11859,-1,0,FALSE,,
11860,1,0,TRUE,,
11861,1,0,TRUE,,
11862,-1,0,FALSE,,
11863,0,0,FALSE,,
11864,1,0,TRUE,,
11865,0,0,TRUE,,
11866,1,0,FALSE,,
11867,1,0,FALSE,,
11868,1,0,FALSE,,
11869,1,0,FALSE,,
11870,-1,0,TRUE,,
11871,-1,0,FALSE,,
11872,1,0,TRUE,,
11873,0,0,FALSE,,
11874,1,0,FALSE,,
11875,0,0,TRUE,,
11876,0,0,TRUE,,
11877,0,0,FALSE,,
11878,1,0,FALSE,,
11879,1,0,TRUE,,
11880,0,0,TRUE,,
11881,0,0,TRUE,,
11882,0,0,TRUE,,
11883,0,0,TRUE,,
11884,0,0,TRUE,,
11885,0,0,FALSE,,
11886,-1,0,TRUE,,
11887,1,0,TRUE,,
11888,1,0,FALSE,,
11889,-1,0,FALSE,,
11890,0,0,FALSE,,
11891,0,0,TRUE,,
11892,-1,0,TRUE,,
11893,0,0,FALSE,,
11894,0,0,FALSE,,
11895,0,1,TRUE,,
11896,0,0,TRUE,,
11897,0,0,FALSE,,
11898,1,0,FALSE,,
11899,0,0,FALSE,,
11900,0,0,FALSE,,
11901,-1,0,TRUE,,
11902,-1,0,FALSE,,
11903,0,0,TRUE,,
11904,0,0,FALSE,,
11905,0,0,FALSE,,
11906,1,0,TRUE,,
11907,1,0,TRUE,,
11908,0,0,FALSE,,
11909,0,0,FALSE,,
11910,0,0,TRUE,,
11911,1,0,TRUE,,
11912,1,0,TRUE,,
11913,0,0,TRUE,,
11914,1,0,TRUE,,
11915,-1,0,TRUE,,
11916,-1,0,FALSE,,
11917,-1,0,TRUE,,
11918,0,0,TRUE,,
11919,-1,0,FALSE,,
11920,1,0,FALSE,,
11921,0,1,FALSE,,
11922,0,0,TRUE,,
11923,1,0,TRUE,,
11924,1,0,FALSE,,
11925,0,0,FALSE,,
11926,-1,0,TRUE,,
11927,1,0,TRUE,,
11928,1,1,FALSE,,
11929,0,0,FALSE,,
11930,0,0,FALSE,,
11931,0,0,FALSE,,
11932,0,0,TRUE,,
11933,0,0,FALSE,,
11934,0,0,TRUE,,
11935,1,1,FALSE,,
11936,1,0,FALSE,,
11937,0,0,TRUE,,
11938,1,0,TRUE,,
11939,0,1,FALSE,,
11940,0,0,FALSE,,
11941,1,0,TRUE,,
11942,1,0,TRUE,,
11943,1,0,TRUE,,
11944,0,0,TRUE,,
11945,0,0,TRUE,,
11946,1,0,TRUE,,
11947,0,0,FALSE,,
11948,0,0,TRUE,,
11949,0,0,TRUE,,
11950,0,0,FALSE,,
11951,0,0,FALSE,,
11952,-1,0,FALSE,,
11953,0,0,TRUE,,
11954,0,0,TRUE,,
11955,0,0,FALSE,,
11956,0,0,FALSE,,
11957,1,0,TRUE,,
11958,1,0,TRUE,,
11959,1,0,FALSE,,
11960,1,0,FALSE,,
11961,1,0,FALSE,,
11962,0,0,FALSE,,
11963,0,0,TRUE,,
11964,1,0,FALSE,,
11965,0,0,TRUE,,
11966,1,0,FALSE,,
11967,0,0,FALSE,,
11968,0,0,TRUE,,
11969,0,0,TRUE,,
11970,1,0,FALSE,,
11971,-1,0,FALSE,,
11972,0,0,TRUE,,
11973,0,0,TRUE,,
11974,0,0,TRUE,,
11975,1,0,TRUE,,
11976,0,0,TRUE,,
11977,0,0,TRUE,,
11978,0,0,FALSE,,
11979,0,0,TRUE,,
11980,1,0,TRUE,,
11981,0,0,FALSE,,
11982,0,0,FALSE,,
11983,1,0,FALSE,,
11984,0,0,TRUE,,
11985,0,0,TRUE,,
11986,0,0,FALSE,,
11987,-1,0,FALSE,,
11988,1,0,TRUE,,
11989,-1,0,TRUE,,
11990,0,0,FALSE,,
11991,0,0,FALSE,,
11992,1,0,FALSE,,
11993,0,0,FALSE,,
11994,1,0,TRUE,,
11995,0,0,FALSE,,
11996,1,0,TRUE,,
11997,0,0,FALSE,,
11998,0,0,FALSE,,
11999,1,0,TRUE,,
12000,1,0,TRUE,,
12001,0,0,FALSE,,
12002,0,0,FALSE,,
12003,0,0,TRUE,,
12004,0,0,TRUE,,
12005,1,0,TRUE,,
12006,1,0,TRUE,,
12007,0,0,TRUE,,
12008,1,0,TRUE,,
12009,0,0,FALSE,,
12010,-1,0,TRUE,,
12011,1,0,TRUE,,
12012,0,0,FALSE,,
12013,0,0,FALSE,,
12014,0,0,FALSE,,
12015,0,0,TRUE,,
12016,0,0,TRUE,,
12017,1,0,FALSE,,
12018,0,0,FALSE,,
12019,1,0,TRUE,,
12020,0,0,TRUE,,
12021,-1,0,FALSE,,
12022,1,0,FALSE,,
12023,1,0,FALSE,,
12024,1,0,FALSE,,
12025,1,0,TRUE,,
12026,0,0,FALSE,,
12027,0,0,TRUE,,
12028,0,0,FALSE,,
12029,-1,0,FALSE,,
12030,0,0,TRUE,,
12031,0,0,TRUE,,
12032,1,0,FALSE,,
12033,1,0,FALSE,,
12034,1,0,TRUE,,
12035,1,0,TRUE,,
12036,0,0,TRUE,,
12037,1,0,TRUE,,
12038,0,0,TRUE,,
12039,0,0,TRUE,,
12040,0,0,FALSE,,
12041,1,1,TRUE,,
12042,0,0,TRUE,,
12043,0,0,FALSE,,
12044,1,0,FALSE,,
12045,0,0,FALSE,,
12046,1,0,TRUE,,
12047,1,0,TRUE,,
12048,0,0,FALSE,,
12049,1,1,FALSE,,
12050,0,0,TRUE,,
12051,0,0,TRUE,,
12052,1,0,FALSE,,
12053,-1,0,FALSE,,
12054,-1,0,FALSE,,
12055,1,0,FALSE,,
12056,1,0,TRUE,,
12057,0,0,FALSE,,
12058,1,0,TRUE,,
12059,0,0,FALSE,,
12060,0,0,FALSE,,
12061,0,0,TRUE,,
12062,0,0,TRUE,,
12063,0,0,FALSE,,
12064,-1,0,FALSE,,
12065,0,0,TRUE,,
12066,0,0,TRUE,,
12067,0,1,TRUE,,
12068,0,0,TRUE,,
12069,0,0,TRUE,,
12070,0,0,TRUE,,
12071,0,0,FALSE,,
12072,1,0,TRUE,,
12073,0,0,TRUE,,
12074,0,0,FALSE,,
12075,1,0,FALSE,,
12076,-1,0,FALSE,,
12077,0,0,TRUE,,
12078,1,0,TRUE,,
12079,0,0,FALSE,,
12080,1,0,FALSE,,
12081,0,0,TRUE,,
12082,0,0,TRUE,,
12083,0,0,FALSE,,
12084,0,0,FALSE,,
12085,0,0,FALSE,,
12086,1,0,FALSE,,
12087,0,0,TRUE,,
12088,1,0,FALSE,,
12089,0,0,TRUE,,
12090,-1,0,FALSE,,
12091,0,0,FALSE,,
12092,0,0,TRUE,,
12093,-1,0,TRUE,,
12094,-1,0,FALSE,,
12095,0,0,FALSE,,
12096,1,0,TRUE,,
12097,1,0,TRUE,,
12098,1,0,TRUE,,
12099,1,0,TRUE,,
12100,0,0,TRUE,,
12101,0,0,TRUE,,
12102,1,0,FALSE,,
12103,0,0,TRUE,,
12104,0,1,TRUE,,
12105,0,0,FALSE,,
12106,1,0,FALSE,,
12107,0,0,FALSE,,
12108,1,0,TRUE,,
12109,1,0,TRUE,,
12110,-1,0,FALSE,,
12111,0,0,FALSE,,
12112,1,0,TRUE,,
12113,0,0,TRUE,,
12114,1,0,FALSE,,
12115,-1,0,FALSE,,
12116,0,0,FALSE,,
12117,1,0,FALSE,,
12118,-1,0,TRUE,,
12119,1,0,FALSE,,
12120,0,0,TRUE,,
12121,1,0,FALSE,,
12122,0,0,FALSE,,
12123,0,0,TRUE,,
12124,0,0,TRUE,,
12125,1,0,FALSE,,
12126,0,0,FALSE,,
12127,0,0,TRUE,,
12128,1,1,TRUE,,
12129,0,0,TRUE,,
12130,0,1,TRUE,,
12131,1,0,TRUE,,
12132,0,0,TRUE,,
12133,1,0,FALSE,,
12134,1,0,TRUE,,
12135,-1,0,TRUE,,
12136,0,0,FALSE,,
12137,0,0,FALSE,,
12138,-1,1,FALSE,,
12139,0,0,TRUE,,
12140,0,1,TRUE,,
12141,0,0,FALSE,,
12142,1,0,FALSE,,
12143,1,0,TRUE,,
12144,0,0,TRUE,,
12145,-1,0,FALSE,,
12146,0,0,FALSE,,
12147,1,0,FALSE,,
12148,0,0,FALSE,,
12149,1,0,TRUE,,
12150,1,0,FALSE,,
12151,1,0,TRUE,,
12152,1,0,FALSE,,
12153,0,0,FALSE,,
12154,0,0,TRUE,,
12155,1,0,TRUE,,
12156,-1,0,FALSE,,
12157,0,0,FALSE,,
12158,0,0,TRUE,,
12159,0,0,TRUE,,
12160,-1,0,TRUE,,
12161,0,0,TRUE,,
12162,0,0,TRUE,,
12163,1,0,TRUE,,
12164,-1,0,FALSE,,
12165,0,0,TRUE,,
12166,1,0,TRUE,,
12167,1,1,FALSE,,
12168,-1,0,FALSE,,
12169,0,0,FALSE,,
12170,1,0,TRUE,,
12171,1,0,TRUE,,
12172,1,0,FALSE,,
12173,0,0,FALSE,,
12174,-1,0,TRUE,,
12175,1,0,TRUE,,
12176,0,0,FALSE,,
12177,0,0,FALSE,,
12178,0,0,FALSE,,
12179,1,0,FALSE,,
12180,0,0,TRUE,,
12181,0,0,FALSE,,
12182,1,0,TRUE,,
12183,0,0,FALSE,,
12184,0,0,FALSE,,
12185,0,0,TRUE,,
12186,0,0,TRUE,,
12187,-1,0,FALSE,,
12188,0,0,FALSE,,
12189,1,0,TRUE,,
12190,1,0,TRUE,,
12191,0,0,TRUE,,
12192,0,0,TRUE,,
12193,-1,0,TRUE,,
12194,0,0,TRUE,,
12195,0,0,FALSE,,
12196,1,0,TRUE,,
12197,1,0,TRUE,,
12198,1,1,FALSE,,
12199,1,0,FALSE,,
12200,-1,0,FALSE,,
12201,0,0,TRUE,,
12202,1,0,TRUE,,
12203,0,0,FALSE,,
12204,1,0,FALSE,,
12205,0,0,TRUE,,
12206,1,0,TRUE,,
12207,-1,0,FALSE,,
12208,1,1,FALSE,,
12209,0,0,FALSE,,
12210,0,0,FALSE,,
12211,0,0,TRUE,,
12212,1,0,FALSE,,
12213,-1,0,TRUE,,
12214,1,1,FALSE,,
12215,0,0,FALSE,,
12216,0,0,TRUE,,
12217,0,0,TRUE,,
12218,0,1,FALSE,,
12219,0,0,FALSE,,
12220,0,0,TRUE,,
12221,0,0,TRUE,,
12222,0,0,TRUE,,
12223,0,0,TRUE,,
12224,1,0,TRUE,,
12225,-1,0,TRUE,,
12226,0,0,FALSE,,
12227,0,0,TRUE,,
12228,1,0,TRUE,,
12229,-1,0,FALSE,,
12230,1,0,FALSE,,
12231,0,0,FALSE,,
12232,-1,0,TRUE,,
12233,1,0,TRUE,,
12234,0,1,FALSE,,
12235,-1,0,FALSE,,
12236,0,0,TRUE,,
12237,0,0,TRUE,,
12238,0,0,FALSE,,
12239,0,0,FALSE,,
12240,0,0,FALSE,,
12241,-1,0,FALSE,,
12242,0,0,TRUE,,
12243,0,0,FALSE,,
12244,-1,1,TRUE,,
12245,0,0,FALSE,,
12246,0,0,FALSE,,
12247,1,0,TRUE,,
12248,1,0,TRUE,,
12249,0,0,FALSE,,
12250,0,0,FALSE,,
12251,1,0,TRUE,,
12252,1,0,TRUE,,
12253,1,1,TRUE,,
12254,0,0,TRUE,,
12255,-1,0,TRUE,,
12256,1,1,TRUE,,
12257,0,0,FALSE,,
12258,0,0,TRUE,,
12259,1,0,TRUE,,
12260,-1,0,FALSE,,
12261,0,0,FALSE,,
12262,-1,1,FALSE,,
12263,0,0,TRUE,,
12264,1,0,TRUE,,
12265,0,0,FALSE,,
12266,1,0,FALSE,,
12267,0,0,TRUE,,
12268,1,0,TRUE,,
12269,0,0,FALSE,,
12270,1,0,FALSE,,
12271,0,0,FALSE,,
12272,0,0,FALSE,,
12273,0,0,TRUE,,
12274,1,0,FALSE,,
12275,1,0,TRUE,,
12276,0,0,FALSE,,
12277,1,0,FALSE,,
12278,-1,0,TRUE,,
12279,0,0,TRUE,,
12280,1,0,FALSE,,
12281,0,0,FALSE,,
12282,0,0,TRUE,,
12283,0,0,TRUE,,
12284,1,0,TRUE,,
12285,-1,0,TRUE,,
12286,-1,0,TRUE,,
12287,1,0,TRUE,,
12288,0,0,FALSE,,
12289,-1,0,TRUE,,
12290,0,0,TRUE,,
12291,0,0,FALSE,,
12292,1,0,FALSE,,
12293,1,0,FALSE,,
12294,0,0,TRUE,,
12295,0,0,TRUE,,
12296,0,0,FALSE,,
12297,1,0,FALSE,,
12298,-1,0,TRUE,,
12299,0,0,TRUE,,
12300,0,0,FALSE,,
12301,0,0,FALSE,,
12302,0,0,FALSE,,
12303,0,0,FALSE,,
12304,0,0,TRUE,,
12305,0,0,FALSE,,
12306,1,0,TRUE,,
12307,1,0,FALSE,,
12308,1,0,FALSE,,
12309,0,0,TRUE,,
12310,-1,0,TRUE,,
12311,1,0,FALSE,,
12312,-1,0,FALSE,,
12313,1,0,TRUE,,
12314,1,0,TRUE,,
12315,1,0,TRUE,,
12316,0,0,TRUE,,
12317,0,0,TRUE,,
12318,0,0,TRUE,,
12319,1,0,FALSE,,
12320,0,0,TRUE,,
12321,0,0,TRUE,,
12322,1,0,FALSE,,
12323,1,0,FALSE,,
12324,-1,0,FALSE,,
12325,-1,0,TRUE,,
12326,0,0,TRUE,,
12327,0,0,FALSE,,
12328,-1,0,FALSE,,
12329,1,0,TRUE,,
12330,0,0,TRUE,,
12331,0,0,FALSE,,
12332,0,0,FALSE,,
12333,-1,0,FALSE,,
12334,0,0,FALSE,,
12335,-1,0,TRUE,,
12336,0,0,FALSE,,
12337,0,0,TRUE,,
12338,0,0,FALSE,,
12339,1,0,FALSE,,
12340,0,0,TRUE,,
12341,0,0,TRUE,,
12342,0,0,FALSE,,
12343,0,0,FALSE,,
12344,0,0,TRUE,,
12345,1,0,TRUE,,
12346,0,0,TRUE,,
12347,1,0,TRUE,,
12348,-1,0,TRUE,,
12349,-1,0,TRUE,,
12350,1,0,FALSE,,
12351,0,0,TRUE,,
12352,1,0,TRUE,,
12353,1,0,FALSE,,
12354,1,1,FALSE,,
12355,0,0,FALSE,,
12356,1,0,TRUE,,
12357,1,0,TRUE,,
12358,0,0,FALSE,,
12359,1,0,FALSE,,
12360,0,0,TRUE,,
12361,1,0,TRUE,,
12362,-1,0,FALSE,,
12363,0,0,FALSE,,
12364,-1,0,FALSE,,
12365,1,0,FALSE,,
12366,1,0,TRUE,,
12367,1,0,FALSE,,
12368,0,0,TRUE,,
12369,1,0,FALSE,,
12370,0,0,FALSE,,
12371,1,0,TRUE,,
12372,0,0,TRUE,,
12373,-1,0,FALSE,,
12374,0,0,FALSE,,
12375,0,0,TRUE,,
12376,1,0,TRUE,,
12377,0,0,TRUE,,
12378,0,0,TRUE,,
12379,1,0,TRUE,,
12380,0,0,TRUE,,
12381,1,0,FALSE,,
12382,0,0,TRUE,,
12383,0,1,TRUE,,
12384,1,0,FALSE,,
12385,1,0,FALSE,,
12386,0,0,FALSE,,
12387,1,0,TRUE,,
12388,1,0,TRUE,,
12389,1,0,FALSE,,
12390,1,0,FALSE,,
12391,0,0,TRUE,,
12392,-1,0,TRUE,,
12393,0,0,FALSE,,
12394,1,0,FALSE,,
12395,0,0,FALSE,,
12396,-1,0,FALSE,,
12397,1,0,TRUE,,
12398,-1,0,FALSE,,
12399,1,0,TRUE,,
12400,0,0,FALSE,,
12401,0,0,FALSE,,
12402,0,0,TRUE,,
12403,1,0,TRUE,,
12404,1,0,FALSE,,
12405,-1,1,FALSE,,
12406,0,0,TRUE,,
12407,1,0,TRUE,,
12408,1,0,TRUE,,
12409,0,0,TRUE,,
12410,-1,0,TRUE,,
12411,1,0,TRUE,,
12412,0,0,FALSE,,
12413,0,0,TRUE,,
12414,0,0,TRUE,,
12415,0,0,FALSE,,
12416,0,0,FALSE,,
12417,0,0,FALSE,,
12418,0,0,TRUE,,
12419,1,0,TRUE,,
12420,0,0,FALSE,,
12421,0,0,FALSE,,
12422,0,0,TRUE,,
12423,0,0,TRUE,,
12424,0,0,FALSE,,
12425,1,0,FALSE,,
12426,1,0,FALSE,,
12427,0,0,FALSE,,
12428,0,0,TRUE,,
12429,-1,0,FALSE,,
12430,1,0,TRUE,,
12431,1,0,FALSE,,
12432,1,0,FALSE,,
12433,1,1,TRUE,,
12434,1,0,TRUE,,
12435,1,0,FALSE,,
12436,1,0,FALSE,,
12437,0,0,TRUE,,
12438,0,0,TRUE,,
12439,-1,0,TRUE,,
12440,1,0,TRUE,,
12441,1,0,TRUE,,
12442,-1,0,TRUE,,
12443,1,0,FALSE,,
12444,0,0,TRUE,,
12445,1,0,TRUE,,
12446,-1,0,FALSE,,
12447,0,0,FALSE,,
12448,1,0,FALSE,,
12449,1,0,TRUE,,
12450,0,0,TRUE,,
12451,0,0,FALSE,,
12452,0,0,FALSE,,
12453,0,0,TRUE,,
12454,0,0,TRUE,,
12455,-1,0,FALSE,,
12456,0,0,FALSE,,
12457,0,0,FALSE,,
12458,0,0,FALSE,,
12459,1,0,TRUE,,
12460,0,0,FALSE,,
12461,1,0,TRUE,,
