,actual,predicted,,,% accurate,,,,,
13706,1,0,FALSE,,,,,,,
13707,0,0,TRUE,,,,,,,
13708,0,0,TRUE,,,,,,,
13709,1,0,FALSE,,,,,,,
13710,0,1,FALSE,,,,,,,
13711,0,0,TRUE,,,,,,,
13712,-1,0,FALSE,,,,,,,
13713,1,0,FALSE,,,,,,,
13714,1,0,FALSE,,,,,,,
13715,-1,0,FALSE,,,,,,,
13716,1,0,FALSE,,,,,,,
13717,1,0,FALSE,,,,,,,
13718,1,0,FALSE,,,,,,,
13719,0,0,TRUE,,,,,,,
13720,0,0,TRUE,,,,,,,
13721,0,0,TRUE,,,,,,,
13722,0,0,TRUE,,,,,,,
13723,0,0,TRUE,,,,,,,
13724,0,0,TRUE,,,,,,,
13725,1,1,TRUE,,,,,,,
13726,1,0,FALSE,,,,,,,
13727,0,0,TRUE,,,,,,,
13728,-1,1,FALSE,,,,,,,
13729,1,0,FALSE,,,,,,,
13730,1,0,FALSE,,,,,,,
13731,1,0,FALSE,,,,,,,
13732,0,0,TRUE,,,,,,,
13733,0,0,TRUE,,,,,,,
13734,0,1,FALSE,,,,,,,
13735,0,0,TRUE,,,,,,,
13736,1,0,FALSE,,,,,,,
13737,0,0,TRUE,,,,,,,
13738,1,0,FALSE,,,,,,,
13739,0,0,TRUE,,,,,,,
13740,0,0,TRUE,,,,,,,
13741,-1,1,FALSE,,,,,,,
13742,1,1,TRUE,,,,,,,
13743,1,0,FALSE,,,,,,,
13744,1,0,FALSE,,,,,,,
13745,0,0,TRUE,,,,,,,
13746,-1,1,FALSE,,,,,,,
13747,0,0,TRUE,,,,,,,
13748,0,0,TRUE,,,,,,,
13749,1,1,TRUE,,,,,,,
13750,1,0,FALSE,,,,,,,
13751,1,1,TRUE,,,,,,,
13752,1,0,FALSE,,,,,,,
13753,1,0,FALSE,,,,,,,
13754,1,0,FALSE,,,,,,,
13755,-1,0,FALSE,,,,,,,
13756,1,0,FALSE,,,,,,,
13757,0,0,TRUE,,,,,,,
13758,0,0,TRUE,,,,,,,
13759,-1,0,FALSE,,,,,,,
13760,0,0,TRUE,,,,,,,
13761,-1,0,FALSE,,,,,,,
13762,-1,0,FALSE,,,,,,,
13763,-1,0,FALSE,,,,,,,
13764,0,0,TRUE,,,,,,,
13765,0,0,TRUE,,,,,,,
13766,0,0,TRUE,,,,,,,
13767,1,0,FALSE,,,,,,,
13768,1,0,FALSE,,,,,,,
13769,-1,0,FALSE,,,,,,,
13770,1,0,FALSE,,,,,,,
13771,0,1,FALSE,,,,,,,
13772,1,0,FALSE,,,,,,,
13773,0,1,FALSE,,,,,,,
13774,1,0,FALSE,,,,,,,
13775,-1,1,FALSE,,,,,,,
13776,0,0,TRUE,,,,,,,
13777,0,1,FALSE,,,,,,,
13778,1,1,TRUE,,,,,,,
13779,1,0,FALSE,,,,,,,
13780,0,0,TRUE,,,,,,,
13781,-1,0,FALSE,,,,,,,
13782,1,0,FALSE,,,,,,,
13783,0,0,TRUE,,,,,,,
13784,-1,0,FALSE,,,,,,,
13785,0,1,FALSE,,,,,,,
13786,0,0,TRUE,,,,,,,
13787,0,0,TRUE,,,,,,,
13788,0,0,TRUE,,,,,,,
13789,0,1,FALSE,,,,,,,
13790,0,1,FALSE,,,,,,,
13791,0,0,TRUE,,,,,,,
13792,0,0,TRUE,,,,,,,
13793,-1,0,FALSE,,,,,,,
13794,0,0,TRUE,,,,,,,
13795,1,0,FALSE,,,,,,,
13796,1,0,FALSE,,,,,,,
13797,1,0,FALSE,,,,,,,
13798,0,1,FALSE,,,,,,,
13799,0,1,FALSE,,,,,,,
13800,0,0,TRUE,,,,,,,
13801,-1,0,FALSE,,,,,,,
13802,0,0,TRUE,,,,,,,
13803,0,1,FALSE,,,,,,,
13804,0,0,TRUE,,,,,,,
13805,1,1,TRUE,,,,,,,
13806,1,0,FALSE,,,,,,,
13807,0,0,TRUE,,,,,,,
13808,-1,0,FALSE,,,,,,,
13809,0,0,TRUE,,,,,,,
13810,0,0,TRUE,,,,,,,
13811,0,0,TRUE,,,,,,,
13812,0,0,TRUE,,,,,,,
13813,0,0,TRUE,,,,,,,
13814,0,0,TRUE,,,,,,,
13815,0,0,TRUE,,,,,,,
13816,0,0,TRUE,,,,,,,
13817,0,0,TRUE,,,,,,,
13818,0,1,FALSE,,,,,,,
13819,0,0,TRUE,,,,,,,
13820,1,1,TRUE,,,,,,,
13821,-1,1,FALSE,,,,,,,
13822,1,0,FALSE,,,,,,,
13823,1,0,FALSE,,,,,,,
13824,1,0,FALSE,,,,,,,
13825,0,0,TRUE,,,,,,,
13826,0,0,TRUE,,,,,,,
13827,1,0,FALSE,,,,,,,
13828,-1,0,FALSE,,,,,,,
13829,-1,1,FALSE,,,,,,,
13830,0,0,TRUE,,,,,,,
13831,1,0,FALSE,,,,,,,
13832,1,0,FALSE,,,,,,,
13833,0,0,TRUE,,,,,,,
13834,0,0,TRUE,,,,,,,
13835,1,0,FALSE,,,,,,,
13836,0,0,TRUE,,,,,,,
13837,0,0,TRUE,,,,,,,
13838,0,0,TRUE,,,,,,,
13839,1,1,TRUE,,,,,,,
13840,1,0,FALSE,,,,,,,
13841,0,0,TRUE,,,,,,,
13842,0,1,FALSE,,,,,,,
13843,0,0,TRUE,,,,,,,
13844,1,1,TRUE,,,,,,,
13845,1,0,FALSE,,,,,,,
13846,1,0,FALSE,,,,,,,
13847,0,1,FALSE,,,,,,,
13848,1,0,FALSE,,,,,,,
13849,1,1,TRUE,,,,,,,
13850,-1,0,FALSE,,,,,,,
13851,1,0,FALSE,,,,,,,
13852,-1,0,FALSE,,,,,,,
13853,1,0,FALSE,,,,,,,
13854,1,0,FALSE,,,,,,,
13855,0,1,FALSE,,,,,,,
13856,0,0,TRUE,,,,,,,
13857,0,0,TRUE,,,,,,,
13858,0,1,FALSE,,,,,,,
13859,0,0,TRUE,,,,,,,
13860,0,0,TRUE,,,,,,,
13861,1,0,FALSE,,,,,,,
13862,0,0,TRUE,,,,,,,
13863,1,0,FALSE,,,,,,,
13864,1,0,FALSE,,,,,,,
13865,0,0,TRUE,,,,,,,
13866,0,1,FALSE,,,,,,,
13867,-1,1,FALSE,,,,,,,
13868,0,0,TRUE,,,,,,,
13869,1,0,FALSE,,,,,,,
13870,1,1,TRUE,,,,,,,
13871,0,1,FALSE,,,,,,,
13872,-1,1,FALSE,,,,,,,
13873,0,0,TRUE,,,,,,,
13874,-1,1,FALSE,,,,,,,
13875,1,0,FALSE,,,,,,,
13876,0,0,TRUE,,,,,,,
13877,0,0,TRUE,,,,,,,
13878,0,0,TRUE,,,,,,,
13879,0,0,TRUE,,,,,,,
13880,0,0,TRUE,,,,,,,
13881,-1,0,FALSE,,,,,,,
13882,1,0,FALSE,,,,,,,
13883,-1,1,FALSE,,,,,,,
13884,0,0,TRUE,,,,,,,
13885,0,0,TRUE,,,,,,,
13886,0,0,TRUE,,,,,,,
13887,1,0,FALSE,,,,,,,
13888,-1,0,FALSE,,,,,,,
13889,0,0,TRUE,,,,,,,
13890,0,0,TRUE,,,,,,,
13891,0,0,TRUE,,,,,,,
13892,0,0,TRUE,,,,,,,
13893,0,0,TRUE,,,,,,,
13894,0,0,TRUE,,,,,,,
13895,0,0,TRUE,,,,,,,
13896,1,0,FALSE,,,,,,,
13897,1,0,FALSE,,,,,,,
13898,0,0,TRUE,,,,,,,
13899,1,0,FALSE,,,,,,,
13900,1,1,TRUE,,,,,,,
13901,0,0,TRUE,,,,,,,
13902,0,0,TRUE,,,,,,,
13903,0,0,TRUE,,,,,,,
13904,1,1,TRUE,,,,,,,
13905,-1,0,FALSE,,,,,,,
13906,1,0,FALSE,,,,,,,
13907,0,0,TRUE,,,,,,,
13908,-1,0,FALSE,,,,,,,
13909,0,0,TRUE,,,,,,,
13910,0,0,TRUE,,,,,,,
13911,1,0,FALSE,,,,,,,
13912,0,0,TRUE,,,,,,,
13913,1,0,FALSE,,,,,,,
13914,-1,1,FALSE,,,,,,,
13915,-1,0,FALSE,,,,,,,
13916,0,0,TRUE,,,,,,,
13917,0,0,TRUE,,,,,,,
13918,0,0,TRUE,,,,,,,
13919,-1,0,FALSE,,,,,,,
13920,1,0,FALSE,,,,,,,
13921,0,1,FALSE,,,,,,,
13922,0,0,TRUE,,,,,,,
13923,-1,0,FALSE,,,,,,,
13924,1,0,FALSE,,,,,,,
13925,0,1,FALSE,,,,,,,
13926,1,1,TRUE,,,,,,,
13927,0,0,TRUE,,,,,,,
13928,0,0,TRUE,,,,,,,
13929,1,0,FALSE,,,,,,,
13930,-1,0,FALSE,,,,,,,
13931,0,0,TRUE,,,,,,,
13932,0,0,TRUE,,,,,,,
13933,-1,0,FALSE,,,,,,,
13934,0,0,TRUE,,,,,,,
13935,-1,0,FALSE,,,,,,,
13936,1,0,FALSE,,,,,,,
13937,1,0,FALSE,,,,,,,
13938,1,0,FALSE,,,,,,,
13939,0,0,TRUE,,,,,,,
13940,1,0,FALSE,,,,,,,
13941,0,0,TRUE,,,,,,,
13942,0,0,TRUE,,,,,,,
13943,0,0,TRUE,,,,,,,
13944,0,0,TRUE,,,,,,,
13945,1,0,FALSE,,,,,,,
13946,-1,0,FALSE,,,,,,,
13947,-1,1,FALSE,,,,,,,
13948,0,0,TRUE,,,,,,,
13949,1,0,FALSE,,,,,,,
13950,0,1,FALSE,,,,,,,
13951,1,0,FALSE,,,,,,,
13952,1,0,FALSE,,,,,,,
13953,1,0,FALSE,,,,,,,
13954,0,0,TRUE,,,,,,,
13955,1,0,FALSE,,,,,,,
13956,0,0,TRUE,,,,,,,
13957,0,1,FALSE,,,,,,,
13958,1,1,TRUE,,,,,,,
13959,0,0,TRUE,,,,,,,
13960,0,0,TRUE,,,,,,,
13961,0,0,TRUE,,,,,,,
13962,0,0,TRUE,,,,,,,
13963,1,0,FALSE,,,,,,,
13964,1,0,FALSE,,,,,,,
13965,-1,0,FALSE,,,,,,,
13966,0,0,TRUE,,,,,,,
13967,1,0,FALSE,,,,,,,
13968,0,0,TRUE,,,,,,,
13969,0,1,FALSE,,,,,,,
13970,0,0,TRUE,,,,,,,
13971,1,0,FALSE,,,,,,,
13972,0,1,FALSE,,,,,,,
13973,-1,1,FALSE,,,,,,,
13974,0,0,TRUE,,,,,,,
13975,0,1,FALSE,,,,,,,
13976,0,0,TRUE,,,,,,,
13977,0,0,TRUE,,,,,,,
13978,0,0,TRUE,,,,,,,
13979,1,0,FALSE,,,,,,,
13980,0,0,TRUE,,,,,,,
13981,1,1,TRUE,,,,,,,
13982,0,0,TRUE,,,,,,,
13983,0,0,TRUE,,,,,,,
13984,-1,0,FALSE,,,,,,,
13985,0,0,TRUE,,,,,,,
13986,-1,0,FALSE,,,,,,,
13987,0,0,TRUE,,,,,,,
13988,1,0,FALSE,,,,,,,
13989,0,0,TRUE,,,,,,,
13990,0,0,TRUE,,,,,,,
13991,0,0,TRUE,,,,,,,
13992,1,0,FALSE,,,,,,,
13993,0,1,FALSE,,,,,,,
13994,1,1,TRUE,,,,,,,
13995,1,0,FALSE,,,,,,,
13996,-1,0,FALSE,,,,,,,
13997,1,0,FALSE,,,,,,,
13998,0,0,TRUE,,,,,,,
13999,1,0,FALSE,,,,,,,
14000,0,0,TRUE,,,,,,,
14001,0,0,TRUE,,,,,,,
14002,0,0,TRUE,,,,,,,
14003,1,0,FALSE,,,,,,,
14004,1,1,TRUE,,,,,,,
14005,1,0,FALSE,,,,,,,
14006,1,0,FALSE,,,,,,,
14007,1,0,FALSE,,,,,,,
14008,0,0,TRUE,,,,,,,
14009,0,0,TRUE,,,,,,,
14010,1,0,FALSE,,,,,,,
14011,1,0,FALSE,,,,,,,
14012,1,0,FALSE,,,,,,,
14013,0,0,TRUE,,,,,,,
14014,1,1,TRUE,,,,,,,
14015,0,0,TRUE,,,,,,,
14016,1,0,FALSE,,,,,,,
14017,-1,0,FALSE,,,,,,,
14018,0,0,TRUE,,,,,,,
14019,1,0,FALSE,,,,,,,
14020,-1,0,FALSE,,,,,,,
14021,0,0,TRUE,,,,,,,
14022,-1,0,FALSE,,,,,,,
14023,0,0,TRUE,,,,,,,
14024,1,0,FALSE,,,,,,,
14025,0,0,TRUE,,,,,,,
14026,1,0,FALSE,,,,,,,
14027,0,0,TRUE,,,,,,,
14028,1,1,TRUE,,,,,,,
14029,0,0,TRUE,,,,,,,
14030,0,0,TRUE,,,,,,,
14031,-1,0,FALSE,,,,,,,
14032,-1,0,FALSE,,,,,,,
14033,1,0,FALSE,,,,,,,
14034,1,0,FALSE,,,,,,,
14035,-1,0,FALSE,,,,,,,
14036,-1,0,FALSE,,,,,,,
14037,0,0,TRUE,,,,,,,
14038,0,0,TRUE,,,,,,,
14039,0,0,TRUE,,,,,,,
14040,0,1,FALSE,,,,,,,
14041,1,0,FALSE,,,,,,,
14042,0,1,FALSE,,,,,,,
14043,1,0,FALSE,,,,,,,
14044,-1,0,FALSE,,,,,,,
14045,0,0,TRUE,,,,,,,
14046,0,0,TRUE,,,,,,,
14047,1,0,FALSE,,,,,,,
14048,0,0,TRUE,,,,,,,
14049,0,0,TRUE,,,,,,,
14050,-1,0,FALSE,,,,,,,
14051,0,0,TRUE,,,,,,,
14052,0,1,FALSE,,,,,,,
14053,-1,0,FALSE,,,,,,,
14054,0,0,TRUE,,,,,,,
14055,0,1,FALSE,,,,,,,
14056,1,0,FALSE,,,,,,,
14057,0,1,FALSE,,,,,,,
14058,0,0,TRUE,,,,,,,
14059,0,0,TRUE,,,,,,,
14060,0,0,TRUE,,,,,,,
14061,0,0,TRUE,,,,,,,
14062,0,0,TRUE,,,,,,,
14063,0,0,TRUE,,,,,,,
14064,1,0,FALSE,,,,,,,
14065,0,0,TRUE,,,,,,,
14066,0,0,TRUE,,,,,,,
14067,-1,1,FALSE,,,,,,,
14068,-1,0,FALSE,,,,,,,
14069,0,1,FALSE,,,,,,,
14070,1,0,FALSE,,,,,,,
14071,0,0,TRUE,,,,,,,
14072,1,1,TRUE,,,,,,,
14073,-1,0,FALSE,,,,,,,
14074,0,0,TRUE,,,,,,,
14075,1,0,FALSE,,,,,,,
14076,1,0,FALSE,,,,,,,
14077,1,0,FALSE,,,,,,,
14078,1,1,TRUE,,,,,,,
14079,0,0,TRUE,,,,,,,
14080,1,0,FALSE,,,,,,,
14081,1,0,FALSE,,,,,,,
14082,1,0,FALSE,,,,,,,
14083,0,0,TRUE,,,,,,,
14084,-1,0,FALSE,,,,,,,
14085,0,0,TRUE,,,,,,,
14086,1,0,FALSE,,,,,,,
14087,0,0,TRUE,,,,,,,
14088,0,0,TRUE,,,,,,,
14089,0,0,TRUE,,,,,,,
14090,1,0,FALSE,,,,,,,
14091,-1,0,FALSE,,,,,,,
14092,1,0,FALSE,,,,,,,
14093,-1,0,FALSE,,,,,,,
14094,0,1,FALSE,,,,,,,
14095,1,0,FALSE,,,,,,,
14096,0,0,TRUE,,,,,,,
14097,-1,0,FALSE,,,,,,,
14098,0,0,TRUE,,,,,,,
14099,1,0,FALSE,,,,,,,
14100,0,0,TRUE,,,,,,,
14101,1,0,FALSE,,,,,,,
14102,1,0,FALSE,,,,,,,
14103,0,0,TRUE,,,,,,,
14104,0,0,TRUE,,,,,,,
14105,-1,0,FALSE,,,,,,,
14106,1,0,FALSE,,,,,,,
14107,1,1,TRUE,,,,,,,
14108,0,0,TRUE,,,,,,,
14109,0,0,TRUE,,,,,,,
14110,0,0,TRUE,,,,,,,
14111,1,0,FALSE,,,,,,,
14112,-1,0,FALSE,,,,,,,
14113,0,0,TRUE,,,,,,,
14114,0,0,TRUE,,,,,,,
14115,0,1,FALSE,,,,,,,
14116,1,1,TRUE,,,,,,,
14117,0,0,TRUE,,,,,,,
14118,1,1,TRUE,,,,,,,
14119,-1,0,FALSE,,,,,,,
14120,1,0,FALSE,,,,,,,
14121,1,1,TRUE,,,,,,,
14122,1,1,TRUE,,,,,,,
14123,1,0,FALSE,,,,,,,
14124,0,0,TRUE,,,,,,,
14125,0,0,TRUE,,,,,,,
14126,0,0,TRUE,,,,,,,
14127,1,0,FALSE,,,,,,,
14128,0,0,TRUE,,,,,,,
14129,1,1,TRUE,,,,,,,
14130,1,0,FALSE,,,,,,,
14131,0,0,TRUE,,,,,,,
14132,0,0,TRUE,,,,,,,
14133,0,0,TRUE,,,,,,,
14134,1,0,FALSE,,,,,,,
14135,0,1,FALSE,,,,,,,
14136,1,0,FALSE,,,,,,,
14137,0,0,TRUE,,,,,,,
14138,0,0,TRUE,,,,,,,
14139,-1,1,FALSE,,,,,,,
14140,0,0,TRUE,,,,,,,
14141,-1,0,FALSE,,,,,,,
14142,-1,1,FALSE,,,,,,,
14143,0,1,FALSE,,,,,,,
14144,0,0,TRUE,,,,,,,
14145,0,0,TRUE,,,,,,,
14146,0,1,FALSE,,,,,,,
14147,0,1,FALSE,,,,,,,
14148,1,1,TRUE,,,,,,,
14149,-1,0,FALSE,,,,,,,
14150,1,0,FALSE,,,,,,,
14151,0,0,TRUE,,,,,,,
14152,1,1,TRUE,,,,,,,
14153,1,0,FALSE,,,,,,,
14154,-1,0,FALSE,,,,,,,
14155,1,0,FALSE,,,,,,,
14156,1,0,FALSE,,,,,,,
14157,0,0,TRUE,,,,,,,
14158,0,0,TRUE,,,,,,,
14159,0,0,TRUE,,,,,,,
14160,0,0,TRUE,,,,,,,
14161,1,0,FALSE,,,,,,,
14162,0,0,TRUE,,,,,,,
14163,0,0,TRUE,,,,,,,
14164,1,0,FALSE,,,,,,,
14165,0,0,TRUE,,,,,,,
14166,1,1,TRUE,,,,,,,
14167,0,0,TRUE,,,,,,,
14168,0,0,TRUE,,,,,,,
14169,0,0,TRUE,,,,,,,
14170,0,0,TRUE,,,,,,,
14171,1,0,FALSE,,,,,,,
14172,1,0,FALSE,,,,,,,
14173,0,0,TRUE,,,,,,,
14174,-1,0,FALSE,,,,,,,
14175,1,0,FALSE,,,,,,,
14176,1,0,FALSE,,,,,,,
14177,1,0,FALSE,,,,,,,
14178,1,0,FALSE,,,,,,,
14179,0,0,TRUE,,,,,,,
14180,1,0,FALSE,,,,,,,
14181,0,0,TRUE,,,,,,,
14182,0,0,TRUE,,,,,,,
14183,0,0,TRUE,,,,,,,
14184,0,0,TRUE,,,,,,,
14185,1,0,FALSE,,,,,,,
14186,0,0,TRUE,,,,,,,
14187,0,0,TRUE,,,,,,,
14188,0,0,TRUE,,,,,,,
14189,0,0,TRUE,,,,,,,
14190,1,0,FALSE,,,,,,,
14191,0,0,TRUE,,,,,,,
14192,0,0,TRUE,,,,,,,
14193,0,0,TRUE,,,,,,,
14194,0,0,TRUE,,,,,,,
14195,0,0,TRUE,,,,,,,
14196,0,0,TRUE,,,,,,,
14197,0,0,TRUE,,,,,,,
14198,1,0,FALSE,,,,,,,
14199,0,0,TRUE,,,,,,,
14200,-1,0,FALSE,,,,,,,
14201,1,0,FALSE,,,,,,,
14202,0,0,TRUE,,,,,,,
14203,1,0,FALSE,,,,,,,
14204,0,0,TRUE,,,,,,,
14205,0,1,FALSE,,,,,,,
14206,1,0,FALSE,,,,,,,
14207,0,0,TRUE,,,,,,,
14208,-1,0,FALSE,,,,,,,
14209,-1,0,FALSE,,,,,,,
14210,1,0,FALSE,,,,,,,
14211,0,0,TRUE,,,,,,,
14212,1,0,FALSE,,,,,,,
14213,0,0,TRUE,,,,,,,
14214,1,1,TRUE,,,,,,,
14215,-1,0,FALSE,,,,,,,
14216,0,0,TRUE,,,,,,,
14217,1,1,TRUE,,,,,,,
14218,-1,0,FALSE,,,,,,,
14219,1,0,FALSE,,,,,,,
14220,-1,0,FALSE,,,,,,,
14221,1,0,FALSE,,,,,,,
14222,0,0,TRUE,,,,,,,
14223,0,0,TRUE,,,,,,,
14224,0,1,FALSE,,,,,,,
14225,0,1,FALSE,,,,,,,
14226,1,1,TRUE,,,,,,,
14227,0,0,TRUE,,,,,,,
14228,-1,0,FALSE,,,,,,,
14229,1,0,FALSE,,,,,,,
14230,0,1,FALSE,,,,,,,
14231,0,1,FALSE,,,,,,,
14232,0,0,TRUE,,,,,,,
14233,-1,0,FALSE,,,,,,,
14234,0,1,FALSE,,,,,,,
14235,1,0,FALSE,,,,,,,
14236,1,0,FALSE,,,,,,,
14237,0,0,TRUE,,,,,,,
14238,0,0,TRUE,,,,,,,
14239,0,1,FALSE,,,,,,,
14240,0,0,TRUE,,,,,,,
14241,0,0,TRUE,,,,,,,
14242,1,0,FALSE,,,,,,,
14243,-1,0,FALSE,,,,,,,
14244,0,0,TRUE,,,,,,,
14245,0,1,FALSE,,,,,,,
14246,0,1,FALSE,,,,,,,
14247,1,0,FALSE,,,,,,,
14248,1,0,FALSE,,,,,,,
14249,0,0,TRUE,,,,,,,
14250,-1,0,FALSE,,,,,,,
14251,-1,0,FALSE,,,,,,,
14252,0,0,TRUE,,,,,,,
14253,1,0,FALSE,,,,,,,
14254,0,0,TRUE,,,,,,,
14255,1,0,FALSE,,,,,,,
14256,1,0,FALSE,,,,,,,
14257,1,0,FALSE,,,,,,,
14258,1,0,FALSE,,,,,,,
14259,1,0,FALSE,,,,,,,
14260,1,0,FALSE,,,,,,,
14261,0,0,TRUE,,,,,,,
14262,1,1,TRUE,,,,,,,
14263,0,0,TRUE,,,,,,,
14264,1,0,FALSE,,,,,,,
14265,-1,0,FALSE,,,,,,,
14266,1,0,FALSE,,,,,,,
14267,0,0,TRUE,,,,,,,
14268,1,1,TRUE,,,,,,,
14269,1,0,FALSE,,,,,,,
14270,1,1,TRUE,,,,,,,
14271,0,0,TRUE,,,,,,,
14272,1,1,TRUE,,,,,,,
14273,1,1,TRUE,,,,,,,
14274,0,0,TRUE,,,,,,,
14275,0,0,TRUE,,,,,,,
14276,0,0,TRUE,,,,,,,
14277,0,0,TRUE,,,,,,,
14278,1,0,FALSE,,,,,,,
14279,-1,0,FALSE,,,,,,,
14280,1,1,TRUE,,,,,,,
14281,1,0,FALSE,,,,,,,
14282,0,0,TRUE,,,,,,,
14283,1,1,TRUE,,,,,,,
14284,0,0,TRUE,,,,,,,
14285,0,0,TRUE,,,,,,,
14286,0,0,TRUE,,,,,,,
14287,1,0,FALSE,,,,,,,
14288,0,0,TRUE,,,,,,,
14289,0,0,TRUE,,,,,,,
14290,-1,0,FALSE,,,,,,,
14291,1,0,FALSE,,,,,,,
14292,1,1,TRUE,,,,,,,
14293,0,1,FALSE,,,,,,,
14294,0,1,FALSE,,,,,,,
14295,-1,0,FALSE,,,,,,,
14296,1,0,FALSE,,,,,,,
14297,0,1,FALSE,,,,,,,
14298,-1,0,FALSE,,,,,,,
14299,1,0,FALSE,,,,,,,
14300,0,0,TRUE,,,,,,,
14301,0,0,TRUE,,,,,,,
14302,1,0,FALSE,,,,,,,
14303,0,0,TRUE,,,,,,,
14304,0,0,TRUE,,,,,,,
14305,1,1,TRUE,,,,,,,
14306,0,0,TRUE,,,,,,,
14307,0,0,TRUE,,,,,,,
14308,0,0,TRUE,,,,,,,
14309,1,0,FALSE,,,,,,,
14310,1,0,FALSE,,,,,,,
14311,0,0,TRUE,,,,,,,
14312,0,0,TRUE,,,,,,,
14313,0,0,TRUE,,,,,,,
14314,0,1,FALSE,,,,,,,
14315,0,0,TRUE,,,,,,,
14316,0,0,TRUE,,,,,,,
14317,-1,0,FALSE,,,,,,,
14318,0,0,TRUE,,,,,,,
14319,0,1,FALSE,,,,,,,
14320,1,1,TRUE,,,,,,,
14321,1,0,FALSE,,,,,,,
14322,-1,1,FALSE,,,,,,,
14323,0,0,TRUE,,,,,,,
14324,0,1,FALSE,,,,,,,
14325,-1,0,FALSE,,,,,,,
14326,1,0,FALSE,,,,,,,
14327,-1,0,FALSE,,,,,,,
14328,1,0,FALSE,,,,,,,
14329,0,0,TRUE,,,,,,,
14330,1,0,FALSE,,,,,,,
14331,1,0,FALSE,,,,,,,
14332,1,0,FALSE,,,,,,,
14333,1,0,FALSE,,,,,,,
14334,1,1,TRUE,,,,,,,
14335,1,0,FALSE,,,,,,,
14336,-1,0,FALSE,,,,,,,
14337,0,0,TRUE,,,,,,,
14338,1,0,FALSE,,,,,,,
14339,0,0,TRUE,,,,,,,
14340,1,1,TRUE,,,,,,,
14341,0,0,TRUE,,,,,,,
14342,1,0,FALSE,,,,,,,
14343,1,0,FALSE,,,,,,,
14344,0,0,TRUE,,,,,,,
14345,-1,0,FALSE,,,,,,,
14346,0,1,FALSE,,,,,,,
14347,1,0,FALSE,,,,,,,
14348,0,0,TRUE,,,,,,,
14349,0,0,TRUE,,,,,,,
14350,0,1,FALSE,,,,,,,
14351,-1,0,FALSE,,,,,,,
14352,1,0,FALSE,,,,,,,
14353,1,0,FALSE,,,,,,,
14354,0,0,TRUE,,,,,,,
14355,0,0,TRUE,,,,,,,
14356,0,0,TRUE,,,,,,,
14357,0,1,FALSE,,,,,,,
14358,1,0,FALSE,,,,,,,
14359,0,0,TRUE,,,,,,,
14360,1,0,FALSE,,,,,,,
14361,0,0,TRUE,,,,,,,
14362,1,0,FALSE,,,,,,,
14363,0,0,TRUE,,,,,,,
14364,0,0,TRUE,,,,,,,
14365,0,0,TRUE,,,,,,,
14366,0,0,TRUE,,,,,,,
14367,0,1,FALSE,,,,,,,
14368,1,0,FALSE,,,,,,,
14369,0,1,FALSE,,,,,,,
14370,0,0,TRUE,,,,,,,
14371,0,0,TRUE,,,,,,,
14372,-1,1,FALSE,,,,,,,
14373,-1,0,FALSE,,,,,,,
14374,0,0,TRUE,,,,,,,
14375,0,0,TRUE,,,,,,,
14376,-1,0,FALSE,,,,,,,
14377,1,0,FALSE,,,,,,,
14378,0,1,FALSE,,,,,,,
14379,-1,0,FALSE,,,,,,,
14380,0,1,FALSE,,,,,,,
14381,0,0,TRUE,,,,,,,
14382,1,0,FALSE,,,,,,,
14383,0,0,TRUE,,,,,,,
14384,0,0,TRUE,,,,,,,
14385,0,1,FALSE,,,,,,,
14386,0,0,TRUE,,,,,,,
14387,1,0,FALSE,,,,,,,
14388,1,0,FALSE,,,,,,,
14389,-1,0,FALSE,,,,,,,
14390,1,1,TRUE,,,,,,,
14391,1,0,FALSE,,,,,,,
14392,0,0,TRUE,,,,,,,
14393,0,0,TRUE,,,,,,,
14394,0,0,TRUE,,,,,,,
14395,-1,0,FALSE,,,,,,,
14396,1,0,FALSE,,,,,,,
14397,0,0,TRUE,,,,,,,
14398,1,1,TRUE,,,,,,,
14399,0,1,FALSE,,,,,,,
14400,1,0,FALSE,,,,,,,
14401,1,0,FALSE,,,,,,,
14402,0,0,TRUE,,,,,,,
14403,-1,0,FALSE,,,,,,,
14404,0,0,TRUE,,,,,,,
14405,0,0,TRUE,,,,,,,
14406,0,0,TRUE,,,,,,,
14407,0,1,FALSE,,,,,,,
14408,0,0,TRUE,,,,,,,
14409,0,0,TRUE,,,,,,,
14410,0,0,TRUE,,,,,,,
14411,1,0,FALSE,,,,,,,
14412,-1,1,FALSE,,,,,,,
14413,1,0,FALSE,,,,,,,
14414,0,0,TRUE,,,,,,,
14415,0,0,TRUE,,,,,,,
14416,0,0,TRUE,,,,,,,
14417,0,0,TRUE,,,,,,,
14418,0,0,TRUE,,,,,,,
14419,0,0,TRUE,,,,,,,
14420,1,0,FALSE,,,,,,,
14421,1,0,FALSE,,,,,,,
14422,1,0,FALSE,,,,,,,
14423,0,0,TRUE,,,,,,,
14424,0,0,TRUE,,,,,,,
14425,1,0,FALSE,,,,,,,
14426,0,1,FALSE,,,,,,,
14427,-1,0,FALSE,,,,,,,
14428,0,0,TRUE,,,,,,,
14429,-1,0,FALSE,,,,,,,
14430,1,1,TRUE,,,,,,,
14431,0,0,TRUE,,,,,,,
14432,0,0,TRUE,,,,,,,
14433,1,0,FALSE,,,,,,,
14434,1,0,FALSE,,,,,,,
14435,-1,1,FALSE,,,,,,,
