,actual,predicted,,num right,% accuracy
12867,0,0,TRUE,,
12868,1,0,FALSE,,
12869,1,0,FALSE,,
12870,0,0,TRUE,,
12871,0,0,TRUE,,
12872,-1,0,FALSE,,
12873,0,0,TRUE,,
12874,0,0,TRUE,,
12875,0,0,TRUE,,
12876,0,0,TRUE,,
12877,1,0,FALSE,,
12878,1,0,FALSE,,
12879,1,1,TRUE,,
12880,0,0,TRUE,,
12881,0,0,TRUE,,
12882,0,1,FALSE,,
12883,1,0,FALSE,,
12884,1,1,TRUE,,
12885,1,0,FALSE,,
12886,0,0,TRUE,,
12887,0,0,TRUE,,
12888,1,0,FALSE,,
12889,1,1,TRUE,,
12890,0,0,TRUE,,
12891,0,0,TRUE,,
12892,1,0,FALSE,,
12893,0,0,TRUE,,
12894,0,0,TRUE,,
12895,1,0,FALSE,,
12896,0,0,TRUE,,
12897,0,0,TRUE,,
12898,-1,0,FALSE,,
12899,1,0,FALSE,,
12900,0,0,TRUE,,
12901,0,0,TRUE,,
12902,0,0,TRUE,,
12903,0,0,TRUE,,
12904,0,0,TRUE,,
12905,1,0,FALSE,,
12906,0,0,TRUE,,
12907,0,0,TRUE,,
12908,1,1,TRUE,,
12909,0,0,TRUE,,
12910,0,0,TRUE,,
12911,-1,0,FALSE,,
12912,0,0,TRUE,,
12913,0,1,FALSE,,
12914,0,0,TRUE,,
12915,0,0,TRUE,,
12916,-1,0,FALSE,,
12917,-1,0,FALSE,,
12918,1,0,FALSE,,
12919,0,1,FALSE,,
12920,-1,1,FALSE,,
12921,0,0,TRUE,,
12922,1,0,FALSE,,
12923,1,0,FALSE,,
12924,1,0,FALSE,,
12925,-1,0,FALSE,,
12926,-1,0,FALSE,,
12927,0,0,TRUE,,
12928,1,0,FALSE,,
12929,0,0,TRUE,,
12930,0,0,TRUE,,
12931,1,0,FALSE,,
12932,-1,0,FALSE,,
12933,1,0,FALSE,,
12934,-1,0,FALSE,,
12935,1,0,FALSE,,
12936,0,0,TRUE,,
12937,1,0,FALSE,,
12938,1,0,FALSE,,
12939,0,0,TRUE,,
12940,1,0,FALSE,,
12941,1,0,FALSE,,
12942,-1,1,FALSE,,
12943,1,0,FALSE,,
12944,1,0,FALSE,,
12945,0,0,TRUE,,
12946,1,0,FALSE,,
12947,0,1,FALSE,,
12948,0,0,TRUE,,
12949,0,0,TRUE,,
12950,0,0,TRUE,,
12951,0,0,TRUE,,
12952,-1,0,FALSE,,
12953,-1,0,FALSE,,
12954,-1,0,FALSE,,
12955,1,0,FALSE,,
12956,0,1,FALSE,,
12957,1,0,FALSE,,
12958,0,0,TRUE,,
12959,1,0,FALSE,,
12960,0,0,TRUE,,
12961,0,0,TRUE,,
12962,0,0,TRUE,,
12963,0,1,FALSE,,
12964,-1,0,FALSE,,
12965,0,0,TRUE,,
12966,-1,0,FALSE,,
12967,1,1,TRUE,,
12968,0,0,TRUE,,
12969,-1,0,FALSE,,
12970,-1,0,FALSE,,
12971,1,0,FALSE,,
12972,1,1,TRUE,,
12973,0,0,TRUE,,
12974,1,0,FALSE,,
12975,1,0,FALSE,,
12976,0,0,TRUE,,
12977,0,0,TRUE,,
12978,0,0,TRUE,,
12979,0,1,FALSE,,
12980,0,0,TRUE,,
12981,1,0,FALSE,,
12982,0,0,TRUE,,
12983,-1,0,FALSE,,
12984,0,0,TRUE,,
12985,0,0,TRUE,,
12986,0,0,TRUE,,
12987,0,1,FALSE,,
12988,1,0,FALSE,,
12989,0,0,TRUE,,
12990,0,0,TRUE,,
12991,0,0,TRUE,,
12992,1,0,FALSE,,
12993,0,1,FALSE,,
12994,0,0,TRUE,,
12995,0,0,TRUE,,
12996,0,1,FALSE,,
12997,0,0,TRUE,,
12998,1,1,TRUE,,
12999,1,0,FALSE,,
13000,0,0,TRUE,,
13001,0,0,TRUE,,
13002,0,0,TRUE,,
13003,0,0,TRUE,,
13004,1,0,FALSE,,
13005,0,0,TRUE,,
13006,0,0,TRUE,,
13007,1,0,FALSE,,
13008,0,0,TRUE,,
13009,0,0,TRUE,,
13010,0,0,TRUE,,
13011,1,0,FALSE,,
13012,0,0,TRUE,,
13013,0,0,TRUE,,
13014,0,0,TRUE,,
13015,0,0,TRUE,,
13016,0,0,TRUE,,
13017,0,0,TRUE,,
13018,0,0,TRUE,,
13019,1,0,FALSE,,
13020,1,0,FALSE,,
13021,0,0,TRUE,,
13022,-1,0,FALSE,,
13023,0,0,TRUE,,
13024,0,0,TRUE,,
13025,0,0,TRUE,,
13026,-1,0,FALSE,,
13027,1,0,FALSE,,
13028,1,0,FALSE,,
13029,-1,0,FALSE,,
13030,1,0,FALSE,,
13031,0,0,TRUE,,
13032,-1,0,FALSE,,
13033,0,0,TRUE,,
13034,0,1,FALSE,,
13035,0,0,TRUE,,
13036,0,0,TRUE,,
13037,1,0,FALSE,,
13038,0,0,TRUE,,
13039,0,0,TRUE,,
13040,-1,0,FALSE,,
13041,0,0,TRUE,,
13042,0,1,FALSE,,
13043,0,0,TRUE,,
13044,1,0,FALSE,,
13045,1,0,FALSE,,
13046,0,0,TRUE,,
13047,0,0,TRUE,,
13048,1,0,FALSE,,
13049,0,0,TRUE,,
13050,1,0,FALSE,,
13051,0,0,TRUE,,
13052,-1,0,FALSE,,
13053,1,0,FALSE,,
13054,-1,0,FALSE,,
13055,0,0,TRUE,,
13056,1,0,FALSE,,
13057,1,0,FALSE,,
13058,0,0,TRUE,,
13059,1,0,FALSE,,
13060,0,0,TRUE,,
13061,-1,0,FALSE,,
13062,-1,0,FALSE,,
13063,0,0,TRUE,,
13064,0,0,TRUE,,
13065,-1,0,FALSE,,
13066,0,1,FALSE,,
13067,1,0,FALSE,,
13068,1,0,FALSE,,
13069,1,0,FALSE,,
13070,1,1,TRUE,,
13071,1,0,FALSE,,
13072,-1,0,FALSE,,
13073,0,0,TRUE,,
13074,0,1,FALSE,,
13075,0,0,TRUE,,
13076,-1,0,FALSE,,
13077,0,0,TRUE,,
13078,0,0,TRUE,,
13079,1,0,FALSE,,
13080,0,0,TRUE,,
13081,1,0,FALSE,,
13082,0,0,TRUE,,
13083,1,0,FALSE,,
13084,0,0,TRUE,,
13085,0,0,TRUE,,
13086,0,0,TRUE,,
13087,1,0,FALSE,,
13088,0,0,TRUE,,
13089,0,0,TRUE,,
13090,0,0,TRUE,,
13091,1,0,FALSE,,
13092,1,0,FALSE,,
13093,0,0,TRUE,,
13094,1,0,FALSE,,
13095,0,0,TRUE,,
13096,1,0,FALSE,,
13097,0,0,TRUE,,
13098,0,0,TRUE,,
13099,1,0,FALSE,,
13100,0,0,TRUE,,
13101,1,0,FALSE,,
13102,0,0,TRUE,,
13103,1,0,FALSE,,
13104,0,0,TRUE,,
13105,0,0,TRUE,,
13106,1,0,FALSE,,
13107,0,1,FALSE,,
13108,0,0,TRUE,,
13109,0,0,TRUE,,
13110,0,0,TRUE,,
13111,-1,0,FALSE,,
13112,0,0,TRUE,,
13113,0,0,TRUE,,
13114,0,0,TRUE,,
13115,1,0,FALSE,,
13116,0,0,TRUE,,
13117,0,0,TRUE,,
13118,1,0,FALSE,,
13119,-1,0,FALSE,,
13120,0,0,TRUE,,
13121,1,1,TRUE,,
13122,0,0,TRUE,,
13123,1,1,TRUE,,
13124,0,0,TRUE,,
13125,0,0,TRUE,,
13126,0,0,TRUE,,
13127,0,0,TRUE,,
13128,1,0,FALSE,,
13129,1,0,FALSE,,
13130,0,0,TRUE,,
13131,0,1,FALSE,,
13132,0,0,TRUE,,
13133,1,1,TRUE,,
13134,0,0,TRUE,,
13135,0,1,FALSE,,
13136,1,0,FALSE,,
13137,0,0,TRUE,,
13138,0,1,FALSE,,
13139,0,1,FALSE,,
13140,1,0,FALSE,,
13141,1,0,FALSE,,
13142,1,0,FALSE,,
13143,1,0,FALSE,,
13144,1,0,FALSE,,
13145,0,1,FALSE,,
13146,0,0,TRUE,,
13147,1,0,FALSE,,
13148,1,0,FALSE,,
13149,0,0,TRUE,,
13150,0,1,FALSE,,
13151,0,0,TRUE,,
13152,1,0,FALSE,,
13153,0,0,TRUE,,
13154,0,0,TRUE,,
13155,-1,0,FALSE,,
13156,1,0,FALSE,,
13157,0,1,FALSE,,
13158,-1,0,FALSE,,
13159,1,0,FALSE,,
13160,1,0,FALSE,,
13161,1,0,FALSE,,
13162,-1,0,FALSE,,
13163,1,0,FALSE,,
13164,0,1,FALSE,,
13165,-1,1,FALSE,,
13166,0,0,TRUE,,
13167,0,0,TRUE,,
13168,-1,0,FALSE,,
13169,1,0,FALSE,,
13170,1,0,FALSE,,
13171,1,0,FALSE,,
13172,0,0,TRUE,,
13173,0,0,TRUE,,
13174,0,0,TRUE,,
13175,0,0,TRUE,,
13176,0,1,FALSE,,
13177,0,0,TRUE,,
13178,1,0,FALSE,,
13179,0,0,TRUE,,
13180,-1,0,FALSE,,
13181,1,0,FALSE,,
13182,0,0,TRUE,,
13183,1,1,TRUE,,
13184,0,0,TRUE,,
13185,0,1,FALSE,,
13186,0,0,TRUE,,
13187,0,0,TRUE,,
13188,0,0,TRUE,,
13189,0,0,TRUE,,
13190,1,1,TRUE,,
13191,0,0,TRUE,,
13192,1,0,FALSE,,
13193,0,1,FALSE,,
13194,1,0,FALSE,,
13195,1,0,FALSE,,
13196,1,1,TRUE,,
13197,0,0,TRUE,,
13198,1,0,FALSE,,
13199,0,0,TRUE,,
13200,0,1,FALSE,,
13201,0,0,TRUE,,
13202,-1,0,FALSE,,
13203,-1,0,FALSE,,
13204,0,0,TRUE,,
13205,0,0,TRUE,,
13206,0,0,TRUE,,
13207,0,0,TRUE,,
13208,0,0,TRUE,,
13209,1,0,FALSE,,
13210,0,0,TRUE,,
13211,0,0,TRUE,,
13212,0,0,TRUE,,
13213,1,0,FALSE,,
13214,1,0,FALSE,,
13215,1,0,FALSE,,
13216,1,1,TRUE,,
13217,-1,0,FALSE,,
13218,0,0,TRUE,,
13219,1,0,FALSE,,
13220,-1,0,FALSE,,
13221,0,0,TRUE,,
13222,1,0,FALSE,,
13223,0,0,TRUE,,
13224,0,1,FALSE,,
13225,0,0,TRUE,,
13226,0,0,TRUE,,
13227,1,0,FALSE,,
13228,0,0,TRUE,,
13229,1,0,FALSE,,
13230,1,0,FALSE,,
13231,0,0,TRUE,,
13232,-1,0,FALSE,,
13233,-1,1,FALSE,,
13234,0,0,TRUE,,
13235,1,0,FALSE,,
13236,-1,1,FALSE,,
13237,0,0,TRUE,,
13238,1,0,FALSE,,
13239,-1,0,FALSE,,
13240,0,0,TRUE,,
13241,1,0,FALSE,,
13242,1,0,FALSE,,
13243,1,0,FALSE,,
13244,0,1,FALSE,,
13245,0,0,TRUE,,
13246,-1,0,FALSE,,
13247,-1,0,FALSE,,
13248,0,0,TRUE,,
13249,0,0,TRUE,,
13250,0,0,TRUE,,
13251,0,0,TRUE,,
13252,-1,0,FALSE,,
13253,0,1,FALSE,,
13254,0,0,TRUE,,
13255,1,0,FALSE,,
13256,0,0,TRUE,,
13257,-1,0,FALSE,,
13258,-1,0,FALSE,,
13259,0,0,TRUE,,
13260,1,0,FALSE,,
13261,0,0,TRUE,,
13262,0,0,TRUE,,
13263,1,0,FALSE,,
13264,1,0,FALSE,,
13265,-1,0,FALSE,,
13266,0,0,TRUE,,
13267,1,0,FALSE,,
13268,-1,0,FALSE,,
13269,-1,0,FALSE,,
13270,0,0,TRUE,,
13271,0,0,TRUE,,
13272,1,1,TRUE,,
13273,1,0,FALSE,,
13274,0,0,TRUE,,
13275,1,0,FALSE,,
13276,-1,0,FALSE,,
13277,1,0,FALSE,,
13278,0,0,TRUE,,
13279,1,0,FALSE,,
13280,1,0,FALSE,,
13281,1,0,FALSE,,
13282,1,0,FALSE,,
13283,-1,0,FALSE,,
13284,0,0,TRUE,,
13285,1,0,FALSE,,
13286,1,1,TRUE,,
13287,-1,0,FALSE,,
13288,0,0,TRUE,,
13289,0,0,TRUE,,
13290,0,0,TRUE,,
13291,1,0,FALSE,,
13292,0,0,TRUE,,
13293,0,0,TRUE,,
13294,-1,0,FALSE,,
13295,1,0,FALSE,,
13296,1,0,FALSE,,
13297,1,1,TRUE,,
13298,0,0,TRUE,,
13299,0,0,TRUE,,
13300,0,1,FALSE,,
13301,0,0,TRUE,,
13302,0,0,TRUE,,
13303,0,0,TRUE,,
13304,0,1,FALSE,,
13305,-1,1,FALSE,,
13306,0,0,TRUE,,
13307,0,1,FALSE,,
13308,0,0,TRUE,,
13309,0,0,TRUE,,
13310,-1,0,FALSE,,
13311,-1,0,FALSE,,
13312,1,0,FALSE,,
13313,1,0,FALSE,,
13314,0,1,FALSE,,
13315,0,0,TRUE,,
13316,0,1,FALSE,,
13317,0,1,FALSE,,
13318,0,1,FALSE,,
13319,-1,0,FALSE,,
13320,0,0,TRUE,,
13321,-1,0,FALSE,,
13322,0,0,TRUE,,
13323,0,1,FALSE,,
13324,1,1,TRUE,,
13325,1,0,FALSE,,
13326,0,0,TRUE,,
13327,0,1,FALSE,,
13328,0,1,FALSE,,
13329,-1,0,FALSE,,
13330,-1,0,FALSE,,
13331,1,0,FALSE,,
13332,1,1,TRUE,,
13333,0,0,TRUE,,
13334,-1,0,FALSE,,
13335,0,0,TRUE,,
13336,1,0,FALSE,,
13337,1,0,FALSE,,
13338,0,0,TRUE,,
13339,1,0,FALSE,,
13340,0,0,TRUE,,
13341,0,1,FALSE,,
13342,0,0,TRUE,,
13343,1,0,FALSE,,
13344,1,0,FALSE,,
13345,-1,1,FALSE,,
13346,-1,0,FALSE,,
13347,1,0,FALSE,,
13348,1,0,FALSE,,
13349,1,0,FALSE,,
13350,1,0,FALSE,,
13351,0,1,FALSE,,
13352,1,1,TRUE,,
13353,1,1,TRUE,,
13354,0,0,TRUE,,
13355,1,0,FALSE,,
13356,1,1,TRUE,,
13357,-1,0,FALSE,,
13358,0,0,TRUE,,
13359,0,0,TRUE,,
13360,1,0,FALSE,,
13361,0,0,TRUE,,
13362,1,0,FALSE,,
13363,1,1,TRUE,,
13364,1,0,FALSE,,
13365,-1,0,FALSE,,
13366,0,0,TRUE,,
13367,0,0,TRUE,,
13368,1,1,TRUE,,
13369,0,0,TRUE,,
13370,0,0,TRUE,,
13371,-1,0,FALSE,,
13372,1,0,FALSE,,
13373,0,0,TRUE,,
13374,0,0,TRUE,,
13375,1,0,FALSE,,
13376,1,1,TRUE,,
13377,-1,0,FALSE,,
13378,1,0,FALSE,,
13379,1,0,FALSE,,
13380,1,0,FALSE,,
13381,0,0,TRUE,,
13382,0,0,TRUE,,
13383,0,0,TRUE,,
13384,-1,0,FALSE,,
13385,-1,0,FALSE,,
13386,1,1,TRUE,,
13387,-1,0,FALSE,,
13388,0,0,TRUE,,
13389,1,0,FALSE,,
13390,0,1,FALSE,,
13391,1,0,FALSE,,
13392,0,0,TRUE,,
13393,0,0,TRUE,,
13394,0,0,TRUE,,
13395,1,0,FALSE,,
13396,0,1,FALSE,,
13397,-1,0,FALSE,,
13398,0,0,TRUE,,
13399,0,0,TRUE,,
13400,1,0,FALSE,,
13401,-1,0,FALSE,,
13402,0,0,TRUE,,
13403,0,0,TRUE,,
13404,0,0,TRUE,,
13405,1,0,FALSE,,
13406,1,0,FALSE,,
13407,1,0,FALSE,,
13408,1,1,TRUE,,
13409,1,0,FALSE,,
13410,1,0,FALSE,,
13411,1,1,TRUE,,
13412,0,0,TRUE,,
13413,0,1,FALSE,,
13414,0,0,TRUE,,
13415,0,0,TRUE,,
13416,-1,0,FALSE,,
13417,0,0,TRUE,,
13418,0,0,TRUE,,
13419,1,0,FALSE,,
13420,0,0,TRUE,,
13421,-1,0,FALSE,,
13422,1,0,FALSE,,
13423,0,0,TRUE,,
13424,1,0,FALSE,,
13425,-1,0,FALSE,,
13426,0,0,TRUE,,
13427,1,0,FALSE,,
13428,-1,0,FALSE,,
13429,0,0,TRUE,,
13430,0,0,TRUE,,
13431,0,0,TRUE,,
13432,0,0,TRUE,,
13433,1,0,FALSE,,
13434,1,0,FALSE,,
13435,1,0,FALSE,,
13436,0,0,TRUE,,
13437,0,0,TRUE,,
13438,0,0,TRUE,,
13439,0,0,TRUE,,
13440,1,0,FALSE,,
13441,0,0,TRUE,,
13442,-1,0,FALSE,,
13443,-1,0,FALSE,,
13444,0,0,TRUE,,
13445,1,1,TRUE,,
13446,0,1,FALSE,,
13447,0,0,TRUE,,
13448,1,0,FALSE,,
13449,1,1,TRUE,,
13450,-1,1,FALSE,,
13451,0,0,TRUE,,
13452,0,0,TRUE,,
13453,1,0,FALSE,,
13454,-1,0,FALSE,,
13455,1,0,FALSE,,
13456,1,0,FALSE,,
13457,0,0,TRUE,,
13458,-1,0,FALSE,,
13459,0,0,TRUE,,
13460,0,1,FALSE,,
13461,1,0,FALSE,,
13462,0,0,TRUE,,
13463,0,0,TRUE,,
13464,0,0,TRUE,,
13465,0,0,TRUE,,
13466,0,0,TRUE,,
13467,0,0,TRUE,,
13468,0,0,TRUE,,
13469,1,0,FALSE,,
13470,1,1,TRUE,,
13471,1,0,FALSE,,
13472,1,0,FALSE,,
13473,1,1,TRUE,,
13474,0,0,TRUE,,
13475,-1,0,FALSE,,
13476,0,0,TRUE,,
13477,1,0,FALSE,,
13478,0,0,TRUE,,
13479,0,0,TRUE,,
13480,0,0,TRUE,,
13481,0,1,FALSE,,
13482,0,0,TRUE,,
13483,0,1,FALSE,,
13484,1,0,FALSE,,
13485,1,0,FALSE,,
13486,0,0,TRUE,,
13487,0,0,TRUE,,
13488,1,0,FALSE,,
13489,1,0,FALSE,,
13490,0,0,TRUE,,
13491,1,0,FALSE,,
13492,0,0,TRUE,,
13493,1,0,FALSE,,
13494,0,0,TRUE,,
13495,0,0,TRUE,,
13496,1,0,FALSE,,
13497,1,0,FALSE,,
13498,1,0,FALSE,,
13499,0,1,FALSE,,
13500,0,1,FALSE,,
13501,1,0,FALSE,,
13502,1,0,FALSE,,
13503,0,0,TRUE,,
13504,1,0,FALSE,,
13505,0,0,TRUE,,
13506,-1,0,FALSE,,
13507,0,0,TRUE,,
13508,1,0,FALSE,,
13509,-1,0,FALSE,,
13510,1,0,FALSE,,
13511,0,0,TRUE,,
13512,0,0,TRUE,,
13513,1,0,FALSE,,
13514,1,0,FALSE,,
13515,-1,0,FALSE,,
13516,0,0,TRUE,,
13517,-1,0,FALSE,,
13518,1,0,FALSE,,
13519,1,1,TRUE,,
13520,0,0,TRUE,,
13521,0,0,TRUE,,
13522,0,0,TRUE,,
13523,1,0,FALSE,,
13524,-1,0,FALSE,,
13525,0,1,FALSE,,
13526,1,1,TRUE,,
13527,0,1,FALSE,,
13528,-1,0,FALSE,,
13529,0,0,TRUE,,
13530,1,1,TRUE,,
13531,0,0,TRUE,,
13532,1,0,FALSE,,
13533,0,0,TRUE,,
13534,0,0,TRUE,,
13535,0,0,TRUE,,
13536,-1,0,FALSE,,
13537,1,0,FALSE,,
13538,0,0,TRUE,,
13539,-1,0,FALSE,,
13540,0,0,TRUE,,
13541,0,1,FALSE,,
13542,1,0,FALSE,,
13543,0,1,FALSE,,
13544,0,0,TRUE,,
13545,1,0,FALSE,,
13546,1,0,FALSE,,
13547,0,0,TRUE,,
13548,0,0,TRUE,,
13549,1,0,FALSE,,
13550,1,0,FALSE,,
13551,0,0,TRUE,,
13552,1,0,FALSE,,
13553,1,0,FALSE,,
13554,1,0,FALSE,,
13555,1,0,FALSE,,
13556,1,0,FALSE,,
13557,1,0,FALSE,,
13558,0,0,TRUE,,
13559,1,0,FALSE,,
13560,0,1,FALSE,,
13561,0,0,TRUE,,
13562,0,1,FALSE,,
13563,0,0,TRUE,,
13564,0,0,TRUE,,
13565,0,1,FALSE,,
13566,1,0,FALSE,,
13567,1,0,FALSE,,
13568,1,1,TRUE,,
13569,0,0,TRUE,,
13570,0,0,TRUE,,
13571,0,0,TRUE,,
13572,0,0,TRUE,,
13573,0,1,FALSE,,
13574,0,1,FALSE,,
13575,1,0,FALSE,,
13576,1,0,FALSE,,
13577,1,0,FALSE,,
13578,1,0,FALSE,,
13579,0,0,TRUE,,
13580,0,0,TRUE,,
13581,1,0,FALSE,,
13582,1,0,FALSE,,
13583,1,0,FALSE,,
13584,1,1,TRUE,,
13585,1,0,FALSE,,
13586,0,0,TRUE,,
13587,1,1,TRUE,,
13588,1,0,FALSE,,
13589,-1,0,FALSE,,
13590,1,0,FALSE,,
13591,0,0,TRUE,,
13592,0,0,TRUE,,
13593,1,0,FALSE,,
13594,0,0,TRUE,,
13595,0,0,TRUE,,
13596,0,0,TRUE,,
13597,1,0,FALSE,,
13598,1,0,FALSE,,
13599,1,0,FALSE,,
13600,0,0,TRUE,,
13601,1,0,FALSE,,
13602,0,1,FALSE,,
13603,-1,0,FALSE,,
13604,0,1,FALSE,,
13605,0,0,TRUE,,
13606,1,0,FALSE,,
13607,0,0,TRUE,,
13608,1,1,TRUE,,
13609,1,1,TRUE,,
13610,1,0,FALSE,,
13611,1,0,FALSE,,
13612,0,0,TRUE,,
13613,0,0,TRUE,,
13614,0,0,TRUE,,
13615,0,1,FALSE,,
13616,0,0,TRUE,,
13617,0,0,TRUE,,
13618,0,0,TRUE,,
13619,0,0,TRUE,,
13620,0,0,TRUE,,
13621,1,1,TRUE,,
13622,0,0,TRUE,,
13623,0,0,TRUE,,
13624,0,1,FALSE,,
13625,-1,0,FALSE,,
13626,0,0,TRUE,,
13627,1,0,FALSE,,
13628,-1,0,FALSE,,
13629,-1,0,FALSE,,
13630,0,0,TRUE,,
13631,0,0,TRUE,,
13632,-1,0,FALSE,,
13633,1,1,TRUE,,
13634,1,0,FALSE,,
13635,1,0,FALSE,,
13636,0,0,TRUE,,
13637,0,0,TRUE,,
13638,1,0,FALSE,,
13639,0,0,TRUE,,
13640,0,0,TRUE,,
13641,1,1,TRUE,,
13642,-1,1,FALSE,,
13643,0,0,TRUE,,
13644,0,0,TRUE,,
13645,0,1,FALSE,,
13646,1,0,FALSE,,
13647,0,0,TRUE,,
13648,0,0,TRUE,,
13649,1,1,TRUE,,
13650,0,0,TRUE,,
13651,0,0,TRUE,,
13652,0,0,TRUE,,
13653,1,0,FALSE,,
13654,1,0,FALSE,,
13655,0,0,TRUE,,
13656,0,0,TRUE,,
13657,0,0,TRUE,,
13658,0,0,TRUE,,
13659,1,0,FALSE,,
13660,1,0,FALSE,,
13661,0,0,TRUE,,
13662,1,0,FALSE,,
13663,0,0,TRUE,,
13664,-1,0,FALSE,,
13665,1,0,FALSE,,
13666,0,0,TRUE,,
13667,0,0,TRUE,,
13668,-1,1,FALSE,,
13669,0,0,TRUE,,
13670,1,0,FALSE,,
13671,1,0,FALSE,,
13672,0,0,TRUE,,
13673,1,0,FALSE,,
13674,1,0,FALSE,,
13675,1,0,FALSE,,
13676,0,0,TRUE,,
13677,1,0,FALSE,,
13678,0,0,TRUE,,
13679,0,0,TRUE,,
13680,-1,0,FALSE,,
13681,1,0,FALSE,,
13682,1,0,FALSE,,
13683,0,0,TRUE,,
13684,0,0,TRUE,,
13685,1,1,TRUE,,
13686,1,0,FALSE,,
13687,1,0,FALSE,,
13688,1,0,FALSE,,
13689,0,0,TRUE,,
13690,1,0,FALSE,,
13691,0,0,TRUE,,
13692,1,1,TRUE,,
13693,-1,0,FALSE,,
13694,0,0,TRUE,,
13695,0,0,TRUE,,
13696,0,1,FALSE,,
13697,0,1,FALSE,,
13698,1,0,FALSE,,
13699,1,0,FALSE,,
13700,1,0,FALSE,,
13701,1,0,FALSE,,
13702,0,0,TRUE,,
13703,-1,0,FALSE,,
13704,0,0,TRUE,,
13705,0,0,TRUE,,
13706,1,0,FALSE,,
13707,1,0,FALSE,,
13708,1,1,TRUE,,
13709,0,0,TRUE,,
13710,0,0,TRUE,,
13711,0,0,TRUE,,
13712,1,0,FALSE,,
13713,1,0,FALSE,,
13714,0,0,TRUE,,
13715,0,0,TRUE,,
13716,0,0,TRUE,,
13717,0,0,TRUE,,
13718,1,0,FALSE,,
13719,0,0,TRUE,,
13720,1,1,TRUE,,
13721,-1,0,FALSE,,
13722,1,0,FALSE,,
13723,0,0,TRUE,,
13724,0,0,TRUE,,
13725,1,0,FALSE,,
13726,0,1,FALSE,,
13727,1,1,TRUE,,
13728,1,0,FALSE,,
13729,-1,0,FALSE,,
13730,0,0,TRUE,,
13731,1,0,FALSE,,
13732,0,0,TRUE,,
13733,0,0,TRUE,,
13734,-1,0,FALSE,,
13735,1,0,FALSE,,
13736,-1,0,FALSE,,
13737,0,0,TRUE,,
13738,0,1,FALSE,,
13739,-1,0,FALSE,,
13740,1,1,TRUE,,
13741,0,0,TRUE,,
13742,1,0,FALSE,,
13743,0,0,TRUE,,
13744,0,0,TRUE,,
13745,0,0,TRUE,,
13746,1,0,FALSE,,
13747,0,1,FALSE,,
13748,1,1,TRUE,,
13749,0,0,TRUE,,
13750,0,0,TRUE,,
13751,-1,0,FALSE,,
13752,0,0,TRUE,,
13753,1,0,FALSE,,
13754,0,0,TRUE,,
13755,1,0,FALSE,,
13756,1,0,FALSE,,
13757,0,0,TRUE,,
13758,0,0,TRUE,,
13759,-1,0,FALSE,,
13760,0,0,TRUE,,
13761,1,0,FALSE,,
13762,1,1,TRUE,,
13763,1,0,FALSE,,
13764,1,0,FALSE,,
13765,0,0,TRUE,,
13766,0,0,TRUE,,
13767,0,0,TRUE,,
13768,1,0,FALSE,,
13769,0,0,TRUE,,
13770,0,0,TRUE,,
13771,0,0,TRUE,,
13772,1,0,FALSE,,
13773,-1,0,FALSE,,
13774,1,0,FALSE,,
13775,0,0,TRUE,,
13776,-1,0,FALSE,,
13777,0,0,TRUE,,
13778,0,0,TRUE,,
13779,1,0,FALSE,,
13780,-1,0,FALSE,,
13781,0,0,TRUE,,
13782,0,0,TRUE,,
13783,1,0,FALSE,,
13784,1,0,FALSE,,
13785,0,1,FALSE,,
13786,0,0,TRUE,,
13787,1,0,FALSE,,
13788,0,0,TRUE,,
13789,-1,1,FALSE,,
13790,1,0,FALSE,,
13791,0,0,TRUE,,
13792,1,0,FALSE,,
13793,-1,0,FALSE,,
13794,0,1,FALSE,,
13795,0,0,TRUE,,
13796,0,0,TRUE,,
13797,1,0,FALSE,,
13798,0,0,TRUE,,
13799,1,0,FALSE,,
13800,1,0,FALSE,,
13801,1,1,TRUE,,
13802,1,0,FALSE,,
13803,0,0,TRUE,,
13804,0,0,TRUE,,
13805,0,0,TRUE,,
13806,0,1,FALSE,,
13807,0,1,FALSE,,
13808,1,0,FALSE,,
13809,-1,1,FALSE,,
13810,1,0,FALSE,,
13811,-1,0,FALSE,,
13812,0,0,TRUE,,
13813,0,1,FALSE,,
13814,-1,0,FALSE,,
13815,1,0,FALSE,,
13816,1,0,FALSE,,
13817,0,1,FALSE,,
13818,0,0,TRUE,,
13819,1,1,TRUE,,
13820,1,0,FALSE,,
13821,-1,0,FALSE,,
13822,1,0,FALSE,,
13823,0,0,TRUE,,
13824,0,0,TRUE,,
13825,0,0,TRUE,,
13826,0,0,TRUE,,
13827,1,0,FALSE,,
13828,0,0,TRUE,,
13829,0,0,TRUE,,
13830,0,0,TRUE,,
13831,1,0,FALSE,,
13832,0,1,FALSE,,
13833,0,0,TRUE,,
13834,1,0,FALSE,,
13835,1,0,FALSE,,
13836,1,0,FALSE,,
13837,0,0,TRUE,,
13838,-1,0,FALSE,,
13839,0,0,TRUE,,
13840,1,0,FALSE,,
13841,1,1,TRUE,,
13842,1,0,FALSE,,
13843,0,0,TRUE,,
13844,1,0,FALSE,,
13845,1,0,FALSE,,
13846,0,1,FALSE,,
13847,-1,0,FALSE,,
13848,0,0,TRUE,,
13849,0,0,TRUE,,
13850,0,0,TRUE,,
13851,1,0,FALSE,,
13852,1,0,FALSE,,
13853,0,0,TRUE,,
13854,0,0,TRUE,,
13855,0,0,TRUE,,
